Repository,Release ID,Tag Name,Release Name,Published At,Created At,Author Username,Is Draft,Is Prerelease,Description,Release URL,Is Weekday,Year,Month,Week,Day of Week
stackflow,221756397,@stackflow/react-ui-core@1.3.2,@stackflow/react-ui-core@1.3.2,2025-05-29T08:08:59Z,2025-05-29T08:08:55Z,github-actions[bot],false,false,"### Patch Changes

-   d2c50f3: fix(react-ui-core): add `preventSwipeBack` into effect dependencies
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.3.2,true,2025,2025-05,2025-W22,4
stackflow,221756390,@stackflow/plugin-basic-ui@1.14.2,@stackflow/plugin-basic-ui@1.14.2,2025-05-29T08:08:56Z,2025-05-29T08:08:55Z,github-actions[bot],false,false,"### Patch Changes

-   371a39c: fix(plugin-basic-ui): update dependencies
-   Updated dependencies [d2c50f3]
    -   @stackflow/react-ui-core@1.3.2
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.14.2,true,2025,2025-05,2025-W22,4
stackflow,218765570,@stackflow/react-ui-core@1.3.1,@stackflow/react-ui-core@1.3.1,2025-05-15T09:08:02Z,2025-05-15T09:07:58Z,github-actions[bot],false,false,"### Patch Changes

-   aef952a: fix(react-ui-core): prevent default `touchend` event
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.3.1,true,2025,2025-05,2025-W20,4
stackflow,218765559,@stackflow/plugin-basic-ui@1.14.1,@stackflow/plugin-basic-ui@1.14.1,2025-05-15T09:07:59Z,2025-05-15T09:07:58Z,github-actions[bot],false,false,"### Patch Changes

-   aef952a: fix(plugin-basic-ui): prevent touch events while transitioning for other basic components
-   Updated dependencies [aef952a]
    -   @stackflow/react-ui-core@1.3.1
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.14.1,true,2025,2025-05,2025-W20,4
stackflow,217906393,@stackflow/react@1.5.2,@stackflow/react@1.5.2,2025-05-12T07:52:17Z,2025-05-12T07:52:16Z,github-actions[bot],false,false,"### Patch Changes

-   b9dc68a: fix(react): remove unused dependencies
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.5.2,true,2025,2025-05,2025-W20,1
stackflow,211240605,@stackflow/react-ui-core@1.3.0,@stackflow/react-ui-core@1.3.0,2025-04-09T10:08:22Z,2025-04-09T10:08:18Z,github-actions[bot],false,false,"### Minor Changes

-   a7650d4: Support full screen gradient background and introduce new app bar entrance type ""cover""
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.3.0,true,2025,2025-04,2025-W15,3
stackflow,211240595,@stackflow/plugin-basic-ui@1.14.0,@stackflow/plugin-basic-ui@1.14.0,2025-04-09T10:08:19Z,2025-04-09T10:08:18Z,github-actions[bot],false,false,"### Minor Changes

-   a7650d4: Support full screen gradient background and introduce new app bar entrance type ""cover""

### Patch Changes

-   Updated dependencies [a7650d4]
    -   @stackflow/react-ui-core@1.3.0
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.14.0,true,2025,2025-04,2025-W15,3
stackflow,208587923,@stackflow/react-ui-core@1.2.3,@stackflow/react-ui-core@1.2.3,2025-03-27T06:55:24Z,2025-03-27T06:55:21Z,github-actions[bot],false,false,"### Patch Changes

-   5c4b96c: fix(react-ui-core): consider nullable stack
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.2.3,true,2025,2025-03,2025-W13,4
stackflow,208587919,@stackflow/plugin-basic-ui@1.13.1,@stackflow/plugin-basic-ui@1.13.1,2025-03-27T06:55:22Z,2025-03-27T06:55:21Z,github-actions[bot],false,false,"### Patch Changes

-   5c4b96c: fix(react-ui-core): consider nullable stack
-   Updated dependencies [5c4b96c]
    -   @stackflow/react-ui-core@1.2.3
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.13.1,true,2025,2025-03,2025-W13,4
stackflow,205775211,@stackflow/react-ui-core@1.2.2,@stackflow/react-ui-core@1.2.2,2025-03-14T06:58:35Z,2025-03-14T06:58:30Z,github-actions[bot],false,false,"### Patch Changes

-   8593b5a: fix(plugin-basic-ui,react-ui-core): prevent touch events while transitioning
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.2.2,true,2025,2025-03,2025-W11,5
stackflow,205775206,@stackflow/plugin-basic-ui@1.13.0,@stackflow/plugin-basic-ui@1.13.0,2025-03-14T06:58:32Z,2025-03-14T06:58:30Z,github-actions[bot],false,false,"### Minor Changes

-   91413b6: To support various background designs, enable users to configure the background-image option in AppScreen, AppBar, BottomSheet and Modal.

### Patch Changes

-   8593b5a: fix(plugin-basic-ui,react-ui-core): prevent touch events while transitioning
-   Updated dependencies [8593b5a]
    -   @stackflow/react-ui-core@1.2.2
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.13.0,true,2025,2025-03,2025-W11,5
stackflow,202012520,@stackflow/react@1.5.1,@stackflow/react@1.5.1,2025-02-24T11:45:06Z,2025-02-24T11:45:05Z,github-actions[bot],false,false,"### Patch Changes

-   7751e60: fix(react): pause lazy component transition when no loader defined
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.5.1,true,2025,2025-02,2025-W9,1
stackflow,200295634,@stackflow/react@1.5.0,@stackflow/react@1.5.0,2025-02-14T02:06:57Z,2025-02-14T02:06:53Z,github-actions[bot],false,false,"### Minor Changes

-   cfa7af8: Supports dynamic import for activities, and delays transition effects while loading an activity or waiting for a loader response
-   82b52b0: Add missing logics of considering `targetActivityId` while updating using update functions.
-   cfa7af8: The 'update functions' pattern for step push and replace actions is implemented.
-   cfa7af8: feat(core, react): add `hasZIndex` option in `useStepFlow()`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.5.0,true,2025,2025-02,2025-W7,5
stackflow,200295637,@stackflow/plugin-basic-ui@1.12.0,@stackflow/plugin-basic-ui@1.12.0,2025-02-14T02:07:00Z,2025-02-14T02:06:53Z,github-actions[bot],false,false,"### Minor Changes

-   cfa7af8: Supports dynamic import for activities, and delays transition effects while loading an activity or waiting for a loader response

### Patch Changes

-   cfa7af8: fix(plugin-basic-ui): assign normalized values to global option provider
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.12.0,true,2025,2025-02,2025-W7,5
stackflow,200295629,@stackflow/core@1.2.0,@stackflow/core@1.2.0,2025-02-14T02:06:54Z,2025-02-14T02:06:53Z,github-actions[bot],false,false,"### Minor Changes

-   cfa7af8: Supports dynamic import for activities, and delays transition effects while loading an activity or waiting for a loader response
-   cfa7af8: feat(core, react): add `hasZIndex` option in `useStepFlow()`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.2.0,true,2025,2025-02,2025-W7,5
stackflow,196072820,@stackflow/react@1.4.2,@stackflow/react@1.4.2,2025-01-22T12:13:17Z,2025-01-22T12:13:06Z,github-actions[bot],false,false,"### Patch Changes

-   e323ce3: fix: add `decode()` interface to `Config` and support `path: string[]`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.4.2,true,2025,2025-01,2025-W4,3
stackflow,196072826,@stackflow/plugin-history-sync@1.7.1,@stackflow/plugin-history-sync@1.7.1,2025-01-22T12:13:19Z,2025-01-22T12:13:06Z,github-actions[bot],false,false,"### Patch Changes

-   e323ce3: fix: add `decode()` interface to `Config` and support `path: string[]`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.7.1,true,2025,2025-01,2025-W4,3
stackflow,196072809,@stackflow/link@1.6.1,@stackflow/link@1.6.1,2025-01-22T12:13:13Z,2025-01-22T12:13:06Z,github-actions[bot],false,false,"### Patch Changes

-   e323ce3: fix: add `decode()` interface to `Config` and support `path: string[]`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.6.1,true,2025,2025-01,2025-W4,3
stackflow,196072797,@stackflow/core@1.1.1,@stackflow/core@1.1.1,2025-01-22T12:13:10Z,2025-01-22T12:13:06Z,github-actions[bot],false,false,"### Patch Changes

-   5fc54cb: Made `divideBy` to be friendly to type inference.
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.1.1,true,2025,2025-01,2025-W4,3
stackflow,196072781,@stackflow/config@1.2.1,@stackflow/config@1.2.1,2025-01-22T12:13:08Z,2025-01-22T12:13:06Z,github-actions[bot],false,false,"### Patch Changes

-   e323ce3: fix: add `decode()` interface to `Config` and support `path: string[]`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/config%401.2.1,true,2025,2025-01,2025-W4,3
stackflow,191425119,@stackflow/react-ui-core@1.2.1,@stackflow/react-ui-core@1.2.1,2024-12-18T12:26:00Z,2024-12-18T12:25:59Z,github-actions[bot],false,false,"### Patch Changes

-   48693e7: feat(react-ui-core): add swipe back ratio css var in other activity roots and add `transitionend` state in `useStyleEffectSwipeBack()`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.2.1,true,2024,2024-12,2024-W51,3
stackflow,191372336,@stackflow/react-ui-core@1.2.0,@stackflow/react-ui-core@1.2.0,2024-12-18T07:57:55Z,2024-12-18T07:57:51Z,github-actions[bot],false,false,"### Minor Changes

-   dc35bfc: feat(react-ui-core, plugin-basic-ui): add `onSwipe*` hooks and add data attributes and css variables
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.2.0,true,2024,2024-12,2024-W51,3
stackflow,191454765,@stackflow/plugin-basic-ui@1.11.1,@stackflow/plugin-basic-ui@1.11.1,2024-12-18T14:29:36Z,2024-12-18T14:29:35Z,github-actions[bot],false,false,"### Patch Changes

-   151631b: chore(plugin-basic-ui): update react-ui-core dependency
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.11.1,true,2024,2024-12,2024-W51,3
stackflow,191372330,@stackflow/plugin-basic-ui@1.11.0,@stackflow/plugin-basic-ui@1.11.0,2024-12-18T07:57:52Z,2024-12-18T07:57:51Z,github-actions[bot],false,false,"### Minor Changes

-   f9f1399: Change to the latest AppBar style
-   dc35bfc: feat(react-ui-core, plugin-basic-ui): add `onSwipe*` hooks and add data attributes and css variables

### Patch Changes

-   Updated dependencies [dc35bfc]
    -   @stackflow/react-ui-core@1.2.0
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.11.0,true,2024,2024-12,2024-W51,3
stackflow,186154740,@stackflow/plugin-basic-ui@1.10.1,@stackflow/plugin-basic-ui@1.10.1,2024-11-19T10:39:01Z,2024-11-19T10:39:00Z,github-actions[bot],false,false,"### Patch Changes

-   eb9ed7c: fix(plugin-basic-ui): add `max()` in support query
-   eb4578f: fix(plugin-basic-ui): add `maxWidth` option in <Modal />
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.10.1,true,2024,2024-11,2024-W47,2
stackflow,184272883,@stackflow/link@1.6.0,@stackflow/link@1.6.0,2024-11-08T01:57:26Z,2024-11-08T01:57:25Z,github-actions[bot],false,false,"### Minor Changes

-   db2aa80: feat(link): disable long press behavior in iOS
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.6.0,true,2024,2024-11,2024-W45,5
stackflow,181365373,@stackflow/react@1.4.1,@stackflow/react@1.4.1,2024-10-23T05:42:16Z,2024-10-23T05:42:14Z,github-actions[bot],false,false,"### Patch Changes

-   a4a7366: move `<StackProvider />` up so that `useStack()` can be used in `Plugin.wrapStack`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.4.1,true,2024,2024-10,2024-W43,3
stackflow,176983643,@stackflow/react@1.4.0,@stackflow/react@1.4.0,2024-09-26T06:24:57Z,2024-09-26T06:24:47Z,github-actions[bot],false,false,"### Minor Changes

-   7b1780f: feat: Support `<Link />` in Future API
-   412de46: add `config` property in loader args
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.4.0,true,2024,2024-09,2024-W39,4
stackflow,176983651,@stackflow/plugin-preload@1.4.3,@stackflow/plugin-preload@1.4.3,2024-09-26T06:25:00Z,2024-09-26T06:24:47Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.4.3,true,2024,2024-09,2024-W39,4
stackflow,176983638,@stackflow/plugin-history-sync@1.7.0,@stackflow/plugin-history-sync@1.7.0,2024-09-26T06:24:51Z,2024-09-26T06:24:47Z,github-actions[bot],false,false,"### Minor Changes

-   7b1780f: feat: Support `<Link />` in Future API

### Patch Changes

-   dc26742: fix(plugin-history-sync): replace json-cycle with flatted
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.7.0,true,2024,2024-09,2024-W39,4
stackflow,176983640,@stackflow/link@1.5.0,@stackflow/link@1.5.0,2024-09-26T06:24:54Z,2024-09-26T06:24:47Z,github-actions[bot],false,false,"### Minor Changes

-   7b1780f: feat: Support `<Link />` in Future API
-   412de46: add `config` property in loader args
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.5.0,true,2024,2024-09,2024-W39,4
stackflow,176983629,@stackflow/config@1.2.0,@stackflow/config@1.2.0,2024-09-26T06:24:48Z,2024-09-26T06:24:47Z,github-actions[bot],false,false,"### Minor Changes

-   7b1780f: feat: Support `<Link />` in Future API
-   412de46: add `config` property in loader args
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/config%401.2.0,true,2024,2024-09,2024-W39,4
stackflow,174478352,@stackflow/plugin-basic-ui@1.10.0,@stackflow/plugin-basic-ui@1.10.0,2024-09-11T07:08:36Z,2024-09-11T07:08:35Z,github-actions[bot],false,false,"### Minor Changes

-   5b1865e: feat(plugin-basic-ui): add interface to access z-index about AppScreen
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.10.0,true,2024,2024-09,2024-W37,3
stackflow,173139832,@stackflow/react@1.3.2,@stackflow/react@1.3.2,2024-09-03T05:29:01Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"### Patch Changes

-   95f2ae8: chore(react): add typing for step action parameter
-   46ac359: fix: pass initial context to `<MainRenderer />`
-   46ac359: fix: create `initialContext` props in `<Stack />` component for SSR support
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.3.2,true,2024,2024-09,2024-W36,2
stackflow,173139827,@stackflow/react-ui-core@1.1.2,@stackflow/react-ui-core@1.1.2,2024-09-03T05:28:55Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.1.2,true,2024,2024-09,2024-W36,2
stackflow,173139830,@stackflow/plugin-renderer-web@1.1.13,@stackflow/plugin-renderer-web@1.1.13,2024-09-03T05:28:57Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.13,true,2024,2024-09,2024-W36,2
stackflow,173139821,@stackflow/plugin-renderer-basic@1.1.13,@stackflow/plugin-renderer-basic@1.1.13,2024-09-03T05:28:52Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.13,true,2024,2024-09,2024-W36,2
stackflow,173139818,@stackflow/plugin-preload@1.4.2,@stackflow/plugin-preload@1.4.2,2024-09-03T05:28:48Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.4.2,true,2024,2024-09,2024-W36,2
stackflow,173139813,@stackflow/plugin-map-initial-activity@1.0.11,@stackflow/plugin-map-initial-activity@1.0.11,2024-09-03T05:28:46Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.11,true,2024,2024-09,2024-W36,2
stackflow,173139806,@stackflow/plugin-google-analytics-4@1.1.15,@stackflow/plugin-google-analytics-4@1.1.15,2024-09-03T05:28:42Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.15,true,2024,2024-09,2024-W36,2
stackflow,173139799,@stackflow/plugin-basic-ui@1.9.2,@stackflow/plugin-basic-ui@1.9.2,2024-09-03T05:28:39Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"### Patch Changes

-   @stackflow/react-ui-core@1.1.2
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.9.2,true,2024,2024-09,2024-W36,2
stackflow,173139791,@stackflow/link@1.4.5,@stackflow/link@1.4.5,2024-09-03T05:28:36Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.4.5,true,2024,2024-09,2024-W36,2
stackflow,173139787,@stackflow/compat-await-push@1.1.13,@stackflow/compat-await-push@1.1.13,2024-09-03T05:28:34Z,2024-09-03T05:28:32Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.13,true,2024,2024-09,2024-W36,2
stackflow,171204000,@stackflow/plugin-history-sync@1.6.3,@stackflow/plugin-history-sync@1.6.3,2024-08-21T06:44:29Z,2024-08-21T06:44:28Z,github-actions[bot],false,false,"### Patch Changes

-   31dc20f: fix(plugin-history-sync): serialize state before pushState, replaceState
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.6.3,true,2024,2024-08,2024-W34,3
stackflow,170105114,@stackflow/react@1.3.1,@stackflow/react@1.3.1,2024-08-14T06:44:07Z,2024-08-14T06:44:05Z,github-actions[bot],false,false,"### Patch Changes

-   1fc97b4: fix(react): specify .mjs extension for esm exports
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.3.1,true,2024,2024-08,2024-W33,3
stackflow,170099444,@stackflow/react@1.3.0,@stackflow/react@1.3.0,2024-08-14T05:39:17Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"### Minor Changes

-   667570b: feat(core,react): add `targetActivityId` option

### Patch Changes

-   667570b: feat(react): add `targetActivityId` param for future api
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.3.0,true,2024,2024-08,2024-W33,3
stackflow,170099435,@stackflow/react-ui-core@1.1.1,@stackflow/react-ui-core@1.1.1,2024-08-14T05:39:11Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.1.1,true,2024,2024-08,2024-W33,3
stackflow,170099440,@stackflow/plugin-stack-depth-change@1.1.5,@stackflow/plugin-stack-depth-change@1.1.5,2024-08-14T05:39:14Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-stack-depth-change%401.1.5,true,2024,2024-08,2024-W33,3
stackflow,170099430,@stackflow/plugin-renderer-web@1.1.12,@stackflow/plugin-renderer-web@1.1.12,2024-08-14T05:39:08Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.12,true,2024,2024-08,2024-W33,3
stackflow,170099426,@stackflow/plugin-renderer-basic@1.1.12,@stackflow/plugin-renderer-basic@1.1.12,2024-08-14T05:39:05Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.12,true,2024,2024-08,2024-W33,3
stackflow,170099417,@stackflow/plugin-preload@1.4.1,@stackflow/plugin-preload@1.4.1,2024-08-14T05:38:59Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.4.1,true,2024,2024-08,2024-W33,3
stackflow,170099415,@stackflow/plugin-map-initial-activity@1.0.10,@stackflow/plugin-map-initial-activity@1.0.10,2024-08-14T05:38:55Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.10,true,2024,2024-08,2024-W33,3
stackflow,170099422,@stackflow/plugin-history-sync@1.6.2,@stackflow/plugin-history-sync@1.6.2,2024-08-14T05:39:02Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.6.2,true,2024,2024-08,2024-W33,3
stackflow,170099411,@stackflow/plugin-google-analytics-4@1.1.14,@stackflow/plugin-google-analytics-4@1.1.14,2024-08-14T05:38:52Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.14,true,2024,2024-08,2024-W33,3
stackflow,170099406,@stackflow/plugin-devtools@0.1.11,@stackflow/plugin-devtools@0.1.11,2024-08-14T05:38:50Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-devtools%400.1.11,true,2024,2024-08,2024-W33,3
stackflow,170099401,@stackflow/plugin-basic-ui@1.9.1,@stackflow/plugin-basic-ui@1.9.1,2024-08-14T05:38:46Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"### Patch Changes

-   @stackflow/react-ui-core@1.1.1
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.9.1,true,2024,2024-08,2024-W33,3
stackflow,170099393,@stackflow/link@1.4.4,@stackflow/link@1.4.4,2024-08-14T05:38:43Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.4.4,true,2024,2024-08,2024-W33,3
stackflow,170099386,@stackflow/core@1.1.0,@stackflow/core@1.1.0,2024-08-14T05:38:38Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"### Minor Changes

-   667570b: feat(core,react): add `targetActivityId` option
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.1.0,true,2024,2024-08,2024-W33,3
stackflow,170099391,@stackflow/compat-await-push@1.1.12,@stackflow/compat-await-push@1.1.12,2024-08-14T05:38:40Z,2024-08-14T05:38:36Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.12,true,2024,2024-08,2024-W33,3
stackflow,169235168,@stackflow/react@1.2.2,@stackflow/react@1.2.2,2024-08-08T02:42:12Z,2024-08-08T02:42:04Z,github-actions[bot],false,false,"### Patch Changes

-   5ac2798: [Future API] wrap loader return value with use() in useLoaderData()
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.2.2,true,2024,2024-08,2024-W32,4
stackflow,169235160,@stackflow/react-ui-core@1.1.0,@stackflow/react-ui-core@1.1.0,2024-08-08T02:42:09Z,2024-08-08T02:42:04Z,github-actions[bot],false,false,"### Minor Changes

-   e3dbaac: Extract core react hooks as a ""@stackflow/react-ui-core"" package
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react-ui-core%401.1.0,true,2024,2024-08,2024-W32,4
stackflow,169244103,@stackflow/plugin-history-sync@1.6.1,@stackflow/plugin-history-sync@1.6.1,2024-08-08T03:53:13Z,2024-08-08T03:53:09Z,github-actions[bot],false,false,"### Patch Changes

-   96ff22d: fix: enable cyclic dependency and fix promise return in loader
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.6.1,true,2024,2024-08,2024-W32,4
stackflow,169235155,@stackflow/plugin-basic-ui@1.9.0,@stackflow/plugin-basic-ui@1.9.0,2024-08-08T02:42:06Z,2024-08-08T02:42:04Z,github-actions[bot],false,false,"### Minor Changes

-   e3dbaac: Extract core react hooks as a ""@stackflow/react-ui-core"" package

### Patch Changes

-   Updated dependencies [e3dbaac]
    -   @stackflow/react-ui-core@1.1.0
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.9.0,true,2024,2024-08,2024-W32,4
stackflow,169244099,@stackflow/core@1.0.14,@stackflow/core@1.0.14,2024-08-08T03:53:10Z,2024-08-08T03:53:09Z,github-actions[bot],false,false,"### Patch Changes

-   96ff22d: fix: enable cyclic dependency and fix promise return in loader
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.0.14,true,2024,2024-08,2024-W32,4
stackflow,168359701,@stackflow/plugin-preload@1.4.0,@stackflow/plugin-preload@1.4.0,2024-08-02T01:22:05Z,2024-08-02T01:22:01Z,github-actions[bot],false,false,"### Minor Changes

-   658510f: refactor(plugin-preload): moved a dependency from `dependencies` to `peerDependencies`
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.4.0,true,2024,2024-08,2024-W31,5
stackflow,168359697,@stackflow/plugin-basic-ui@1.8.4,@stackflow/plugin-basic-ui@1.8.4,2024-08-02T01:22:03Z,2024-08-02T01:22:01Z,github-actions[bot],false,false,"### Patch Changes

-   3e8df1b: fix(plugin-basic-ui): calculate app screen height correctly with safearea
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.8.4,true,2024,2024-08,2024-W31,5
stackflow,168037322,@stackflow/react@1.2.1,@stackflow/react@1.2.1,2024-07-31T12:47:28Z,2024-07-31T12:47:27Z,github-actions[bot],false,false,"### Patch Changes

-   fc2061a: Change `stack()` to `stackflow()` in Future API
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.2.1,true,2024,2024-07,2024-W31,3
stackflow,168011256,@stackflow/react@1.2.0,@stackflow/react@1.2.0,2024-07-31T10:07:05Z,2024-07-31T10:06:34Z,github-actions[bot],false,false,"### Minor Changes

-   7df613a: change extension esm package .mjs to .js
-   7df613a: Change package to ESM Only
-   7df613a: support esm, cjs both
-   7df613a: Future API
-   7df613a: Future API
-   7df613a: Stackflow Config and Loader API (2.0 Candidate API with `/future` namespace)
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.2.0,true,2024,2024-07,2024-W31,3
stackflow,168011240,@stackflow/plugin-renderer-web@1.1.11,@stackflow/plugin-renderer-web@1.1.11,2024-07-31T10:07:02Z,2024-07-31T10:06:34Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.11,true,2024,2024-07,2024-W31,3
stackflow,168011233,@stackflow/plugin-renderer-basic@1.1.11,@stackflow/plugin-renderer-basic@1.1.11,2024-07-31T10:06:59Z,2024-07-31T10:06:34Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.11,true,2024,2024-07,2024-W31,3
stackflow,168011225,@stackflow/plugin-preload@1.3.3,@stackflow/plugin-preload@1.3.3,2024-07-31T10:06:56Z,2024-07-31T10:06:34Z,github-actions[bot],false,false,"### Patch Changes

-   Updated dependencies [7df613a]
-   Updated dependencies [e9bb029]
-   Updated dependencies [7df613a]
    -   @stackflow/plugin-history-sync@1.6.0
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.3.3,true,2024,2024-07,2024-W31,3
stackflow,168011219,@stackflow/plugin-map-initial-activity@1.0.9,@stackflow/plugin-map-initial-activity@1.0.9,2024-07-31T10:06:53Z,2024-07-31T10:06:34Z,github-actions[bot],false,false,"
",https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.9,true,2024,2024-07,2024-W31,3
